Project,Scenario,Dollar_year,Weather_year,Start_day,census_division,country,tz,t
Standard_scenarios_2020,HighRECost,2019$,2012,Sunday,PA,usa,PT,2024
timestamp,timestamp_local,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
2024-01-01 03:00:00,2024-01-01 00:00:00,26726.6,26658.0,25466.0,0.0,25864.2,0.0,0.0,68.6,0.0447,0.0584,799.7,0.0,79.4,0.0,270.5,0.0,0.0,0.0,288.0,324.8,455.4,108.8,29.33,0.0,0.0,0.0,29.33,31.15,0.0,0.0,0.0,31.15,24182.4,793.8,1118.0,0.0,0.0,0.0,17412.2,0.0,0.0,1257.3,2903.0,698.1,793.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00,2024-01-01 01:00:00,25442.0,25388.1,24268.6,0.0,24532.7,0.0,0.0,53.9,0.0441,0.0556,761.6,0.0,85.5,0.0,258.2,0.0,0.0,0.0,284.4,315.6,458.4,123.7,28.66,0.0,0.0,0.0,28.66,30.35,0.0,0.0,0.0,30.35,23772.6,855.4,1118.0,0.0,0.0,0.0,16951.0,0.0,0.0,1257.3,2903.0,687.9,855.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00,2024-01-01 02:00:00,24540.7,24463.1,23394.1,0.0,23612.9,0.0,0.0,77.5,0.0437,0.0536,733.9,0.0,85.0,0.0,248.9,0.0,0.0,0.0,296.6,326.8,438.1,115.4,28.11,0.0,0.0,0.0,28.11,29.71,0.0,0.0,0.0,29.71,22249.0,850.2,1118.0,0.0,0.0,0.0,16544.6,0.0,0.0,1257.3,1763.0,715.9,850.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:00:00,2024-01-01 03:00:00,23911.4,23841.7,22805.5,0.0,23028.5,0.0,0.0,69.8,0.0435,0.0523,715.3,0.0,81.3,0.0,242.5,0.0,0.0,0.0,294.3,323.9,455.0,124.9,28.03,0.0,0.0,0.0,28.03,29.58,0.0,0.0,0.0,29.58,21667.0,813.2,1118.0,0.0,0.0,0.0,15999.6,0.0,0.0,1257.3,1763.0,715.9,813.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:00:00,2024-01-01 04:00:00,23793.4,23731.9,22701.5,0.0,22859.5,0.0,0.0,61.4,0.0434,0.052,712.0,0.0,87.2,0.0,241.7,0.0,0.0,0.0,296.9,317.5,454.9,105.0,28.86,0.0,0.0,0.0,28.86,30.44,0.0,0.0,0.0,30.44,22134.3,872.5,1118.0,0.0,0.0,0.0,16407.7,0.0,0.0,1257.3,1763.0,715.9,872.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:00:00,2024-01-01 05:00:00,23985.5,23914.5,22874.5,0.0,23080.1,0.0,0.0,71.0,0.0435,0.0524,717.4,0.0,83.4,0.0,243.3,0.0,0.0,0.0,297.7,321.5,445.7,89.7,29.45,0.0,0.0,0.0,29.45,31.08,0.0,0.0,0.0,31.08,22152.6,834.4,1118.0,0.0,0.0,0.0,16464.0,0.0,0.0,1257.3,1763.0,715.9,834.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:00:00,2024-01-01 06:00:00,24464.6,24383.7,23318.7,0.0,23376.1,0.0,0.0,81.0,0.0437,0.0535,731.5,0.0,100.8,0.0,248.9,0.0,0.0,0.0,292.8,318.1,468.5,89.5,29.68,0.0,0.0,0.0,29.68,31.36,0.0,0.0,0.0,31.36,21628.6,1007.6,1118.0,0.0,0.0,0.0,15819.3,0.0,0.0,1257.3,1763.0,663.5,1007.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:00:00,2024-01-01 07:00:00,24579.8,24514.7,23442.5,0.0,21603.8,0.0,0.0,65.1,0.0437,0.0538,735.4,0.0,1154.1,0.0,329.0,0.0,0.0,0.0,269.2,288.8,446.5,68.9,29.32,0.0,0.0,0.0,29.32,30.99,0.0,0.0,0.0,30.99,23532.0,2911.0,1118.0,0.0,0.0,0.0,15819.3,0.0,0.0,1257.3,1763.0,663.5,1093.5,0.0,143.1,1006.4,668.0,0.0,0.0,0.0
2024-01-01 11:00:00,2024-01-01 08:00:00,25809.2,25259.4,24146.5,390.7,13652.4,348.7,42.0,159.1,0.0441,0.0554,757.8,0.0,1148.6,0.0,336.2,0.0,0.0,0.0,146.9,156.7,449.1,16.8,25.1,0.0,0.0,0.0,25.1,26.57,0.0,0.0,0.0,26.57,26322.9,11607.0,1118.0,0.0,0.0,0.0,9914.0,0.0,0.0,1257.3,1763.0,663.5,1007.1,0.0,589.5,6095.1,3915.4,0.0,0.0,0.0
2024-01-01 12:00:00,2024-01-01 09:00:00,29061.4,26046.6,24889.5,2799.3,9893.5,1134.3,1665.0,215.5,0.0444,0.0571,781.4,0.0,1133.4,0.0,343.3,0.0,0.0,0.0,125.2,137.3,436.7,6.6,25.06,0.0,0.0,0.0,25.06,26.62,0.0,0.0,0.0,26.62,30869.0,16153.2,1118.0,0.0,0.0,0.0,9914.0,0.0,0.0,1257.3,1763.0,663.5,855.0,0.0,720.2,8973.8,5604.2,0.0,0.0,0.0
2024-01-01 13:00:00,2024-01-01 10:00:00,29568.8,26702.8,25507.9,2675.2,11060.2,1052.2,1623.0,190.7,0.0448,0.0586,801.1,0.0,1111.0,0.0,348.8,0.0,0.0,0.0,129.9,142.7,468.7,5.3,25.07,0.0,0.0,0.0,25.07,26.65,0.0,0.0,0.0,26.65,30784.2,15642.6,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,719.7,630.9,0.0,703.4,8838.2,5470.1,0.0,0.0,0.0
2024-01-01 14:00:00,2024-01-01 11:00:00,29080.4,26829.4,25627.0,2092.3,12417.2,427.3,1665.0,158.7,0.0448,0.0588,804.9,0.0,1110.0,0.0,350.0,0.0,0.0,0.0,135.3,148.8,468.8,5.7,25.06,0.0,0.0,0.0,25.06,26.66,0.0,0.0,0.0,26.66,29553.7,14412.1,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,719.7,620.9,0.0,656.5,8085.6,5049.1,0.0,0.0,0.0
2024-01-01 15:00:00,2024-01-01 12:00:00,27746.4,26792.4,25592.2,745.5,12685.6,745.5,0.0,208.6,0.0448,0.0588,803.8,0.0,1108.8,0.0,349.6,0.0,0.0,0.0,136.8,150.1,406.0,7.9,25.08,0.0,0.0,0.0,25.08,26.66,0.0,0.0,0.0,26.66,29248.4,14106.8,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,719.7,608.9,0.0,651.2,7894.3,4952.3,0.0,0.0,0.0
2024-01-01 16:00:00,2024-01-01 13:00:00,29559.1,26793.5,25593.3,2582.1,12620.1,917.1,1665.0,183.5,0.0448,0.0588,803.8,0.0,1108.9,0.0,349.6,0.0,0.0,0.0,136.5,151.4,1187.4,10.1,25.06,0.0,0.0,0.0,25.06,26.65,0.0,0.0,0.0,26.65,29315.0,14173.4,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,719.7,610.0,0.0,683.6,8415.9,4463.9,0.0,0.0,0.0
2024-01-01 17:00:00,2024-01-01 14:00:00,29651.0,26740.9,25543.8,2705.9,11823.0,1180.2,1525.7,204.2,0.0448,0.0586,802.2,0.0,1108.1,0.0,349.0,0.0,0.0,0.0,132.9,147.1,405.9,5.6,25.07,0.0,0.0,0.0,25.07,26.65,0.0,0.0,0.0,26.65,30106.5,14917.9,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,766.7,601.7,0.0,705.0,8897.9,4713.2,0.0,0.0,0.0
2024-01-01 18:00:00,2024-01-01 15:00:00,28129.2,26931.3,25722.8,1060.5,14115.2,1060.5,0.0,137.4,0.0449,0.0591,807.9,0.0,1113.2,0.0,351.2,0.0,0.0,0.0,142.8,154.3,425.6,10.3,25.09,0.0,0.0,0.0,25.09,26.66,0.0,0.0,0.0,26.66,28004.7,12816.1,1118.0,0.0,0.0,0.0,10283.6,0.0,0.0,1257.3,1763.0,766.7,653.0,0.0,575.6,7493.7,4093.8,0.0,0.0,0.0
2024-01-01 19:00:00,2024-01-01 16:00:00,28097.3,27976.0,26704.7,0.0,23413.3,0.0,0.0,121.3,0.0454,0.0614,839.3,0.0,1120.8,0.0,362.0,0.0,0.0,0.0,242.1,263.3,1435.0,50.3,30.52,0.0,0.0,0.0,30.52,32.51,0.0,0.0,0.0,32.51,24368.1,4562.7,1118.0,0.0,0.0,0.0,14900.4,0.0,0.0,1257.3,1763.0,766.7,728.7,0.0,148.1,2267.7,1418.3,0.0,0.0,0.0
2024-01-01 20:00:00,2024-01-01 17:00:00,32402.0,32163.0,30614.9,0.0,31399.7,0.0,0.0,238.9,0.0481,0.0706,964.9,0.0,76.3,0.0,325.4,0.0,0.0,0.0,247.1,257.1,1111.5,86.8,31.78,0.0,0.0,0.0,31.78,34.19,0.0,0.0,0.0,34.19,25890.9,763.3,1118.0,0.0,0.0,0.0,14900.4,0.0,0.0,3964.7,1763.0,766.7,763.3,0.0,0.0,0.0,0.0,1665.0,949.7,0.0
2024-01-01 21:00:00,2024-01-01 18:00:00,33139.4,32904.3,31303.4,0.0,32089.2,0.0,0.0,235.1,0.0487,0.0722,987.1,0.0,81.5,0.0,333.1,0.0,0.0,0.0,244.4,255.2,1232.7,77.9,31.78,0.0,0.0,0.0,31.78,34.26,0.0,0.0,0.0,34.26,26606.7,815.1,1118.0,0.0,0.0,0.0,14900.4,0.0,0.0,4088.4,1763.0,766.7,815.1,0.0,0.0,0.0,0.0,1665.0,1490.0,0.0
2024-01-01 22:00:00,2024-01-01 19:00:00,32708.2,32478.8,30908.7,0.0,31603.5,0.0,0.0,229.4,0.0483,0.0712,974.4,0.0,87.5,0.0,329.2,0.0,0.0,0.0,247.5,255.1,952.1,96.9,31.78,0.0,0.0,0.0,31.78,34.22,0.0,0.0,0.0,34.22,26366.2,875.3,1118.0,0.0,0.0,0.0,14900.4,0.0,0.0,3660.3,1763.0,766.7,875.3,0.0,0.0,0.0,0.0,1665.0,1617.5,0.0
2024-01-01 23:00:00,2024-01-01 20:00:00,31949.2,31718.4,30202.0,0.0,30854.0,0.0,0.0,230.7,0.0478,0.0696,951.6,0.0,86.4,0.0,321.5,0.0,0.0,0.0,252.0,261.1,987.3,97.0,31.15,0.0,0.0,0.0,31.15,33.48,0.0,0.0,0.0,33.48,25518.5,864.4,1118.0,0.0,0.0,0.0,14900.4,0.0,0.0,3317.3,1763.0,766.7,864.4,0.0,0.0,0.0,0.0,1553.6,1235.1,0.0
2024-01-02 00:00:00,2024-01-01 21:00:00,30645.3,30454.2,29024.2,0.0,29621.6,0.0,0.0,191.2,0.047,0.0668,913.6,0.0,83.3,0.0,308.7,0.0,0.0,0.0,238.8,282.8,956.1,129.6,29.49,0.0,0.0,0.0,29.49,31.6,0.0,0.0,0.0,31.6,25279.8,832.6,1118.0,0.0,0.0,0.0,15233.1,0.0,0.0,5566.5,1763.0,766.7,832.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:00:00,2024-01-01 22:00:00,28712.4,28530.3,27225.0,0.0,27683.0,0.0,0.0,182.1,0.0458,0.0625,855.9,0.0,84.7,0.0,289.5,0.0,0.0,0.0,257.8,307.6,1542.5,151.0,29.49,0.0,0.0,0.0,29.49,31.46,0.0,0.0,0.0,31.46,22373.6,847.3,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,3286.3,1763.0,780.9,847.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:00:00,2024-01-01 23:00:00,26665.7,26518.0,25334.1,0.0,25675.4,0.0,0.0,147.7,0.0446,0.0581,795.5,0.0,84.3,0.0,269.4,0.0,0.0,0.0,276.1,326.2,929.3,144.7,28.97,0.0,0.0,0.0,28.97,30.76,0.0,0.0,0.0,30.76,20892.8,842.6,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,1810.2,1763.0,780.9,842.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:00:00,2024-01-02 00:00:00,24901.4,24777.8,23691.8,0.0,23888.6,0.0,0.0,123.5,0.0438,0.0543,743.3,0.0,88.9,0.0,252.2,0.0,0.0,0.0,284.0,319.9,459.0,113.5,28.65,0.0,0.0,0.0,28.65,30.3,0.0,0.0,0.0,30.3,20312.4,889.2,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,1257.3,1688.9,780.9,889.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00,2024-01-02 01:00:00,23952.0,23828.2,22792.8,0.0,23000.0,0.0,0.0,123.7,0.0435,0.0522,714.8,0.0,82.8,0.0,242.4,0.0,0.0,0.0,284.6,329.0,599.0,123.4,28.65,0.0,0.0,0.0,28.65,30.23,0.0,0.0,0.0,30.23,20271.4,828.2,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,1257.3,1688.9,800.8,828.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 05:00:00,2024-01-02 02:00:00,23372.1,23310.9,22302.2,0.0,22497.6,0.0,0.0,61.2,0.0433,0.0511,699.3,0.0,81.3,0.0,237.2,0.0,0.0,0.0,268.2,301.4,444.9,114.1,28.14,0.0,0.0,0.0,28.14,29.66,0.0,0.0,0.0,29.66,21198.9,813.3,1118.0,0.0,0.0,0.0,14380.6,0.0,0.0,1257.3,2828.9,800.8,813.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 06:00:00,2024-01-02 03:00:00,23126.5,23073.5,22076.8,0.0,22256.9,0.0,0.0,53.0,0.0432,0.0506,692.2,0.0,81.7,0.0,234.8,0.0,0.0,0.0,268.4,300.3,444.7,124.4,28.14,0.0,0.0,0.0,28.14,29.64,0.0,0.0,0.0,29.64,21315.8,816.5,1118.0,0.0,0.0,0.0,14467.7,0.0,0.0,1257.3,2828.9,827.3,816.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 07:00:00,2024-01-02 04:00:00,23534.3,23476.6,22459.4,0.0,22667.1,0.0,0.0,57.7,0.0433,0.0515,704.3,0.0,81.0,0.0,238.8,0.0,0.0,0.0,269.3,309.9,902.5,104.4,28.85,0.0,0.0,0.0,28.85,30.41,0.0,0.0,0.0,30.41,21419.2,809.5,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,1257.3,2828.9,827.3,809.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02 08:00:00,2024-01-02 05:00:00,24551.0,24465.4,23396.1,0.0,23671.5,0.0,0.0,85.6,0.0437,0.0536,734.0,0.0,79.4,0.0,248.6,0.0,0.0,0.0,269.9,324.3,905.5,90.3,29.02,0.0,0.0,0.0,29.02,30.66,0.0,0.0,0.0,30.66,21375.5,793.9,1118.0,0.0,0.0,0.0,14578.1,0.0,0.0,1257.3,2828.9,799.3,793.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
